Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
105b2a61-b592-43bf-b316-c2fc6ea2c0fc,Garmin Sleep Test,2bb4e22b-c056-4193-b277-735cad6b6f5b,A000

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,breathsPerMinute
x5f7febc-69c58b90-729c,25200000,1774554060000,2026-03-27T02:41:00.000+07:00,15.83
x5f7febc-69c58b90-729c,25200000,1774554120000,2026-03-27T02:42:00.000+07:00,15.08
x5f7febc-69c58b90-729c,25200000,1774554180000,2026-03-27T02:43:00.000+07:00,13.41
x5f7febc-69c58b90-729c,25200000,1774554240000,2026-03-27T02:44:00.000+07:00,16
x5f7febc-69c58b90-729c,25200000,1774554300000,2026-03-27T02:45:00.000+07:00,17.75
x5f7febc-69c58b90-729c,25200000,1774554360000,2026-03-27T02:46:00.000+07:00,16.5
x5f7febc-69c58b90-729c,25200000,1774554420000,2026-03-27T02:47:00.000+07:00,12.91
x5f7febc-69c58b90-729c,25200000,1774554480000,2026-03-27T02:48:00.000+07:00,15.66
x5f7febc-69c58b90-729c,25200000,1774554540000,2026-03-27T02:49:00.000+07:00,15.91
x5f7febc-69c58b90-729c,25200000,1774554600000,2026-03-27T02:50:00.000+07:00,15.66
x5f7febc-69c58b90-729c,25200000,1774554660000,2026-03-27T02:51:00.000+07:00,14.16
x5f7febc-69c58b90-729c,25200000,1774554720000,2026-03-27T02:52:00.000+07:00,16.25
x5f7febc-69c58b90-729c,25200000,1774554780000,2026-03-27T02:53:00.000+07:00,15.41
x5f7febc-69c58b90-729c,25200000,1774554840000,2026-03-27T02:54:00.000+07:00,17.5
x5f7febc-69c58b90-729c,25200000,1774554900000,2026-03-27T02:55:00.000+07:00,17.25
x5f7febc-69c58b90-729c,25200000,1774554960000,2026-03-27T02:56:00.000+07:00,17.91
x5f7febc-69c58b90-729c,25200000,1774555020000,2026-03-27T02:57:00.000+07:00,17.75
x5f7febc-69c58b90-729c,25200000,1774555080000,2026-03-27T02:58:00.000+07:00,18.33
x5f7febc-69c58b90-729c,25200000,1774555140000,2026-03-27T02:59:00.000+07:00,18.16
x5f7febc-69c58b90-729c,25200000,1774555200000,2026-03-27T03:00:00.000+07:00,17.41
x5f7febc-69c58b90-729c,25200000,1774555260000,2026-03-27T03:01:00.000+07:00,17.66
x5f7febc-69c58b90-729c,25200000,1774555320000,2026-03-27T03:02:00.000+07:00,18.16
