Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
105b2a61-b592-43bf-b316-c2fc6ea2c0fc,Garmin Sleep Test,2bb4e22b-c056-4193-b277-735cad6b6f5b,A000

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,spo2
x5f7febc-69c17951-4344,25200000,1774287240000,2026-03-24T00:34:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774287300000,2026-03-24T00:35:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774287360000,2026-03-24T00:36:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774287420000,2026-03-24T00:37:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774287480000,2026-03-24T00:38:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774287540000,2026-03-24T00:39:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774287600000,2026-03-24T00:40:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774287660000,2026-03-24T00:41:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774287720000,2026-03-24T00:42:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774287780000,2026-03-24T00:43:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774287840000,2026-03-24T00:44:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774287900000,2026-03-24T00:45:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774287960000,2026-03-24T00:46:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288020000,2026-03-24T00:47:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774288080000,2026-03-24T00:48:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288140000,2026-03-24T00:49:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288200000,2026-03-24T00:50:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288260000,2026-03-24T00:51:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288320000,2026-03-24T00:52:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288380000,2026-03-24T00:53:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288440000,2026-03-24T00:54:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288500000,2026-03-24T00:55:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774288560000,2026-03-24T00:56:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288620000,2026-03-24T00:57:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288680000,2026-03-24T00:58:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288740000,2026-03-24T00:59:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774288800000,2026-03-24T01:00:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774288860000,2026-03-24T01:01:00.000+07:00,90
x5f7febc-69c17951-4344,25200000,1774288920000,2026-03-24T01:02:00.000+07:00,92
x5f7febc-69c17951-4344,25200000,1774288980000,2026-03-24T01:03:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774289040000,2026-03-24T01:04:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774289100000,2026-03-24T01:05:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774289160000,2026-03-24T01:06:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774289220000,2026-03-24T01:07:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774289280000,2026-03-24T01:08:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774289340000,2026-03-24T01:09:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774289400000,2026-03-24T01:10:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774289460000,2026-03-24T01:11:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774289520000,2026-03-24T01:12:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774289580000,2026-03-24T01:13:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774289640000,2026-03-24T01:14:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774289700000,2026-03-24T01:15:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774289760000,2026-03-24T01:16:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774289820000,2026-03-24T01:17:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774289880000,2026-03-24T01:18:00.000+07:00,92
x5f7febc-69c17951-4344,25200000,1774289940000,2026-03-24T01:19:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774290000000,2026-03-24T01:20:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774290060000,2026-03-24T01:21:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774290120000,2026-03-24T01:22:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774290180000,2026-03-24T01:23:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774290240000,2026-03-24T01:24:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774290300000,2026-03-24T01:25:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774290360000,2026-03-24T01:26:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774290420000,2026-03-24T01:27:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774290480000,2026-03-24T01:28:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774290540000,2026-03-24T01:29:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774290600000,2026-03-24T01:30:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774290660000,2026-03-24T01:31:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774290720000,2026-03-24T01:32:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774290780000,2026-03-24T01:33:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774290840000,2026-03-24T01:34:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774290900000,2026-03-24T01:35:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774290960000,2026-03-24T01:36:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774291020000,2026-03-24T01:37:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774291080000,2026-03-24T01:38:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774291140000,2026-03-24T01:39:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774291200000,2026-03-24T01:40:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774291260000,2026-03-24T01:41:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774291320000,2026-03-24T01:42:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774291380000,2026-03-24T01:43:00.000+07:00,99
x5f7febc-69c17951-4344,25200000,1774291440000,2026-03-24T01:44:00.000+07:00,99
x5f7febc-69c17951-4344,25200000,1774291500000,2026-03-24T01:45:00.000+07:00,99
x5f7febc-69c17951-4344,25200000,1774291560000,2026-03-24T01:46:00.000+07:00,99
x5f7febc-69c17951-4344,25200000,1774291620000,2026-03-24T01:47:00.000+07:00,99
x5f7febc-69c17951-4344,25200000,1774291680000,2026-03-24T01:48:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774291740000,2026-03-24T01:49:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774291800000,2026-03-24T01:50:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774291860000,2026-03-24T01:51:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774291920000,2026-03-24T01:52:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774291980000,2026-03-24T01:53:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774292040000,2026-03-24T01:54:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774292100000,2026-03-24T01:55:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774292160000,2026-03-24T01:56:00.000+07:00,88
x5f7febc-69c17951-4344,25200000,1774292220000,2026-03-24T01:57:00.000+07:00,83
x5f7febc-69c17951-4344,25200000,1774292280000,2026-03-24T01:58:00.000+07:00,84
x5f7febc-69c17951-4344,25200000,1774292340000,2026-03-24T01:59:00.000+07:00,85
x5f7febc-69c17951-4344,25200000,1774292400000,2026-03-24T02:00:00.000+07:00,85
x5f7febc-69c17951-4344,25200000,1774292460000,2026-03-24T02:01:00.000+07:00,84
x5f7febc-69c17951-4344,25200000,1774292520000,2026-03-24T02:02:00.000+07:00,85
x5f7febc-69c17951-4344,25200000,1774292580000,2026-03-24T02:03:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774292640000,2026-03-24T02:04:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774292700000,2026-03-24T02:05:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774292760000,2026-03-24T02:06:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774292820000,2026-03-24T02:07:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774292880000,2026-03-24T02:08:00.000+07:00,99
x5f7febc-69c17951-4344,25200000,1774292940000,2026-03-24T02:09:00.000+07:00,99
x5f7febc-69c17951-4344,25200000,1774293000000,2026-03-24T02:10:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774293060000,2026-03-24T02:11:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774293120000,2026-03-24T02:12:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774293180000,2026-03-24T02:13:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774293240000,2026-03-24T02:14:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774293300000,2026-03-24T02:15:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774293360000,2026-03-24T02:16:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774293420000,2026-03-24T02:17:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774293480000,2026-03-24T02:18:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774293540000,2026-03-24T02:19:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774293600000,2026-03-24T02:20:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774293660000,2026-03-24T02:21:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774293720000,2026-03-24T02:22:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774293780000,2026-03-24T02:23:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774293840000,2026-03-24T02:24:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774293900000,2026-03-24T02:25:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774293960000,2026-03-24T02:26:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774294020000,2026-03-24T02:27:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774294080000,2026-03-24T02:28:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774294140000,2026-03-24T02:29:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774294200000,2026-03-24T02:30:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774294260000,2026-03-24T02:31:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774294320000,2026-03-24T02:32:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774294380000,2026-03-24T02:33:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774294440000,2026-03-24T02:34:00.000+07:00,92
x5f7febc-69c17951-4344,25200000,1774294500000,2026-03-24T02:35:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774294560000,2026-03-24T02:36:00.000+07:00,95
x5f7febc-69c17951-4344,25200000,1774294620000,2026-03-24T02:37:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774294680000,2026-03-24T02:38:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774294740000,2026-03-24T02:39:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774294800000,2026-03-24T02:40:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774294860000,2026-03-24T02:41:00.000+07:00,98
x5f7febc-69c17951-4344,25200000,1774294920000,2026-03-24T02:42:00.000+07:00,92
x5f7febc-69c17951-4344,25200000,1774294980000,2026-03-24T02:43:00.000+07:00,89
x5f7febc-69c17951-4344,25200000,1774295040000,2026-03-24T02:44:00.000+07:00,92
x5f7febc-69c17951-4344,25200000,1774295100000,2026-03-24T02:45:00.000+07:00,97
x5f7febc-69c17951-4344,25200000,1774295160000,2026-03-24T02:46:00.000+07:00,88
x5f7febc-69c17951-4344,25200000,1774295220000,2026-03-24T02:47:00.000+07:00,88
x5f7febc-69c17951-4344,25200000,1774295280000,2026-03-24T02:48:00.000+07:00,90
x5f7febc-69c17951-4344,25200000,1774295340000,2026-03-24T02:49:00.000+07:00,89
x5f7febc-69c17951-4344,25200000,1774295400000,2026-03-24T02:50:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774295460000,2026-03-24T02:51:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774295520000,2026-03-24T02:52:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774295580000,2026-03-24T02:53:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774295640000,2026-03-24T02:54:00.000+07:00,94
x5f7febc-69c17951-4344,25200000,1774295700000,2026-03-24T02:55:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774295760000,2026-03-24T02:56:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774295820000,2026-03-24T02:57:00.000+07:00,88
x5f7febc-69c17951-4344,25200000,1774295880000,2026-03-24T02:58:00.000+07:00,87
x5f7febc-69c17951-4344,25200000,1774295940000,2026-03-24T02:59:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774296000000,2026-03-24T03:00:00.000+07:00,92
x5f7febc-69c17951-4344,25200000,1774296060000,2026-03-24T03:01:00.000+07:00,88
x5f7febc-69c17951-4344,25200000,1774296120000,2026-03-24T03:02:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774296180000,2026-03-24T03:03:00.000+07:00,90
x5f7febc-69c17951-4344,25200000,1774296240000,2026-03-24T03:04:00.000+07:00,88
x5f7febc-69c17951-4344,25200000,1774296300000,2026-03-24T03:05:00.000+07:00,89
x5f7febc-69c17951-4344,25200000,1774296360000,2026-03-24T03:06:00.000+07:00,89
x5f7febc-69c17951-4344,25200000,1774296420000,2026-03-24T03:07:00.000+07:00,89
x5f7febc-69c17951-4344,25200000,1774296480000,2026-03-24T03:08:00.000+07:00,89
x5f7febc-69c17951-4344,25200000,1774296540000,2026-03-24T03:09:00.000+07:00,89
x5f7febc-69c17951-4344,25200000,1774296600000,2026-03-24T03:10:00.000+07:00,89
x5f7febc-69c17951-4344,25200000,1774296660000,2026-03-24T03:11:00.000+07:00,89
x5f7febc-69c17951-4344,25200000,1774296720000,2026-03-24T03:12:00.000+07:00,90
x5f7febc-69c17951-4344,25200000,1774296780000,2026-03-24T03:13:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774296840000,2026-03-24T03:14:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774296900000,2026-03-24T03:15:00.000+07:00,93
x5f7febc-69c17951-4344,25200000,1774296960000,2026-03-24T03:16:00.000+07:00,90
x5f7febc-69c17951-4344,25200000,1774297020000,2026-03-24T03:17:00.000+07:00,86
x5f7febc-69c17951-4344,25200000,1774297080000,2026-03-24T03:18:00.000+07:00,86
x5f7febc-69c17951-4344,25200000,1774297140000,2026-03-24T03:19:00.000+07:00,85
x5f7febc-69c17951-4344,25200000,1774297200000,2026-03-24T03:20:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774297260000,2026-03-24T03:21:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774297320000,2026-03-24T03:22:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774297380000,2026-03-24T03:23:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774297440000,2026-03-24T03:24:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774297500000,2026-03-24T03:25:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774297560000,2026-03-24T03:26:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774297620000,2026-03-24T03:27:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774297680000,2026-03-24T03:28:00.000+07:00,91
x5f7febc-69c17951-4344,25200000,1774297740000,2026-03-24T03:29:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774297800000,2026-03-24T03:30:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774297860000,2026-03-24T03:31:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774297920000,2026-03-24T03:32:00.000+07:00,96
x5f7febc-69c17951-4344,25200000,1774297980000,2026-03-24T03:33:00.000+07:00,96
