Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
105b2a61-b592-43bf-b316-c2fc6ea2c0fc,Garmin Sleep Test,2bb4e22b-c056-4193-b277-735cad6b6f5b,A000

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,type
x5f7febc-69c17951-4344,25200000,1774287185000,2026-03-24T00:33:05.000+07:00,600000,light
x5f7febc-69c17951-4344,25200000,1774287785000,2026-03-24T00:43:05.000+07:00,960000,deep
x5f7febc-69c17951-4344,25200000,1774288745000,2026-03-24T00:59:05.000+07:00,300000,awake
x5f7febc-69c17951-4344,25200000,1774289045000,2026-03-24T01:04:05.000+07:00,480000,light
x5f7febc-69c17951-4344,25200000,1774289525000,2026-03-24T01:12:05.000+07:00,360000,deep
x5f7febc-69c17951-4344,25200000,1774289885000,2026-03-24T01:18:05.000+07:00,60000,awake
x5f7febc-69c17951-4344,25200000,1774289945000,2026-03-24T01:19:05.000+07:00,660000,light
x5f7febc-69c17951-4344,25200000,1774290605000,2026-03-24T01:30:05.000+07:00,780000,deep
x5f7febc-69c17951-4344,25200000,1774291385000,2026-03-24T01:43:05.000+07:00,1740000,light
x5f7febc-69c17951-4344,25200000,1774293125000,2026-03-24T02:12:05.000+07:00,1380000,deep
x5f7febc-69c17951-4344,25200000,1774294505000,2026-03-24T02:35:05.000+07:00,3780000,light
x5f7febc-69c17951-4344,25200000,1774298285000,2026-03-24T03:38:05.000+07:00,720000,awake
x5f7febc-69c17951-4344,25200000,1774299005000,2026-03-24T03:50:05.000+07:00,1500000,light
x5f7febc-69c17951-4344,25200000,1774300505000,2026-03-24T04:15:05.000+07:00,660000,deep
x5f7febc-69c17951-4344,25200000,1774301165000,2026-03-24T04:26:05.000+07:00,1200000,light
x5f7febc-69c17951-4344,25200000,1774302365000,2026-03-24T04:46:05.000+07:00,300000,rem
x5f7febc-69c17951-4344,25200000,1774302665000,2026-03-24T04:51:05.000+07:00,1020000,light
x5f7febc-69c17951-4344,25200000,1774303685000,2026-03-24T05:08:05.000+07:00,120000,awake
x5f7febc-69c17951-4344,25200000,1774303805000,2026-03-24T05:10:05.000+07:00,660000,light
x5f7febc-69c17951-4344,25200000,1774304465000,2026-03-24T05:21:05.000+07:00,60000,awake
x5f7febc-69c17951-4344,25200000,1774304525000,2026-03-24T05:22:05.000+07:00,1140000,light
