Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
105b2a61-b592-43bf-b316-c2fc6ea2c0fc,Garmin Sleep Test,2bb4e22b-c056-4193-b277-735cad6b6f5b,A000

sleepSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,type
x5f7febc-69d553f4-59ed,25200000,1775588340000,2026-04-08T01:59:00.000+07:00,360000,light
x5f7febc-69d553f4-59ed,25200000,1775588700000,2026-04-08T02:05:00.000+07:00,1800000,deep
x5f7febc-69d553f4-59ed,25200000,1775590500000,2026-04-08T02:35:00.000+07:00,120000,awake
x5f7febc-69d553f4-59ed,25200000,1775590620000,2026-04-08T02:37:00.000+07:00,1680000,light
x5f7febc-69d553f4-59ed,25200000,1775592300000,2026-04-08T03:05:00.000+07:00,900000,deep
x5f7febc-69d553f4-59ed,25200000,1775593200000,2026-04-08T03:20:00.000+07:00,60000,awake
x5f7febc-69d553f4-59ed,25200000,1775593260000,2026-04-08T03:21:00.000+07:00,1860000,light
x5f7febc-69d553f4-59ed,25200000,1775595120000,2026-04-08T03:52:00.000+07:00,420000,deep
x5f7febc-69d553f4-59ed,25200000,1775595540000,2026-04-08T03:59:00.000+07:00,1500000,light
x5f7febc-69d553f4-59ed,25200000,1775597040000,2026-04-08T04:24:00.000+07:00,660000,rem
x5f7febc-69d553f4-59ed,25200000,1775597700000,2026-04-08T04:35:00.000+07:00,900000,awake
x5f7febc-69d553f4-59ed,25200000,1775598600000,2026-04-08T04:50:00.000+07:00,1860000,light
x5f7febc-69d553f4-59ed,25200000,1775600460000,2026-04-08T05:21:00.000+07:00,660000,deep
x5f7febc-69d553f4-59ed,25200000,1775601120000,2026-04-08T05:32:00.000+07:00,1080000,light
x5f7febc-69d553f4-59ed,25200000,1775602200000,2026-04-08T05:50:00.000+07:00,420000,deep
x5f7febc-69d553f4-59ed,25200000,1775602620000,2026-04-08T05:57:00.000+07:00,1020000,light
x5f7febc-69d553f4-59ed,25200000,1775603640000,2026-04-08T06:14:00.000+07:00,780000,rem
x5f7febc-69d553f4-59ed,25200000,1775604420000,2026-04-08T06:27:00.000+07:00,240000,awake
x5f7febc-69d553f4-59ed,25200000,1775604660000,2026-04-08T06:31:00.000+07:00,3300000,light
x5f7febc-69d553f4-59ed,25200000,1775607960000,2026-04-08T07:26:00.000+07:00,1200000,rem
x5f7febc-69d553f4-59ed,25200000,1775609160000,2026-04-08T07:46:00.000+07:00,1200000,light
x5f7febc-69d553f4-59ed,25200000,1775610360000,2026-04-08T08:06:00.000+07:00,420000,rem
x5f7febc-69d553f4-59ed,25200000,1775610780000,2026-04-08T08:13:00.000+07:00,1140000,light
x5f7febc-69d553f4-59ed,25200000,1775611920000,2026-04-08T08:32:00.000+07:00,60000,awake
x5f7febc-69d553f4-59ed,25200000,1775611980000,2026-04-08T08:33:00.000+07:00,761000,light
