Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
105b2a61-b592-43bf-b316-c2fc6ea2c0fc,Garmin Sleep Test,2bb4e22b-c056-4193-b277-735cad6b6f5b,A000

hrvSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,hrv
x5f7febc-69c58b90,25200000,1774554074000,2026-03-27T02:41:14.000+07:00,86
x5f7febc-69c58b90,25200000,1774554374000,2026-03-27T02:46:14.000+07:00,104
x5f7febc-69c58b90,25200000,1774554674000,2026-03-27T02:51:14.000+07:00,106
x5f7febc-69c58b90,25200000,1774554974000,2026-03-27T02:56:14.000+07:00,110
x5f7febc-69c58b90,25200000,1774555274000,2026-03-27T03:01:14.000+07:00,97
x5f7febc-69c58b90,25200000,1774555574000,2026-03-27T03:06:14.000+07:00,89
x5f7febc-69c58b90,25200000,1774555874000,2026-03-27T03:11:14.000+07:00,91
x5f7febc-69c58b90,25200000,1774556174000,2026-03-27T03:16:14.000+07:00,96
x5f7febc-69c58b90,25200000,1774556474000,2026-03-27T03:21:14.000+07:00,93
x5f7febc-69c58b90,25200000,1774556774000,2026-03-27T03:26:14.000+07:00,96
x5f7febc-69c58b90,25200000,1774557074000,2026-03-27T03:31:14.000+07:00,106
x5f7febc-69c58b90,25200000,1774557374000,2026-03-27T03:36:14.000+07:00,106
x5f7febc-69c58b90,25200000,1774557674000,2026-03-27T03:41:14.000+07:00,125
x5f7febc-69c58b90,25200000,1774557974000,2026-03-27T03:46:14.000+07:00,124
x5f7febc-69c58b90,25200000,1774558274000,2026-03-27T03:51:14.000+07:00,100
x5f7febc-69c58b90,25200000,1774558574000,2026-03-27T03:56:14.000+07:00,53
x5f7febc-69c58b90,25200000,1774558874000,2026-03-27T04:01:14.000+07:00,64
x5f7febc-69c58b90,25200000,1774559174000,2026-03-27T04:06:14.000+07:00,29
x5f7febc-69c58b90,25200000,1774559474000,2026-03-27T04:11:14.000+07:00,44
x5f7febc-69c58b90,25200000,1774559774000,2026-03-27T04:16:14.000+07:00,71
x5f7febc-69c58b90,25200000,1774560074000,2026-03-27T04:21:14.000+07:00,87
x5f7febc-69c58b90,25200000,1774560374000,2026-03-27T04:26:14.000+07:00,87
x5f7febc-69c58b90,25200000,1774560674000,2026-03-27T04:31:14.000+07:00,69
x5f7febc-69c58b90,25200000,1774560974000,2026-03-27T04:36:14.000+07:00,76
x5f7febc-69c58b90,25200000,1774561274000,2026-03-27T04:41:14.000+07:00,76
x5f7febc-69c58b90,25200000,1774561574000,2026-03-27T04:46:14.000+07:00,76
x5f7febc-69c58b90,25200000,1774561874000,2026-03-27T04:51:14.000+07:00,74
x5f7febc-69c58b90,25200000,1774562174000,2026-03-27T04:56:14.000+07:00,68
x5f7febc-69c58b90,25200000,1774562474000,2026-03-27T05:01:14.000+07:00,67
x5f7febc-69c58b90,25200000,1774562774000,2026-03-27T05:06:14.000+07:00,67
x5f7febc-69c58b90,25200000,1774563074000,2026-03-27T05:11:14.000+07:00,88
x5f7febc-69c58b90,25200000,1774563374000,2026-03-27T05:16:14.000+07:00,68
x5f7febc-69c58b90,25200000,1774563674000,2026-03-27T05:21:14.000+07:00,91
x5f7febc-69c58b90,25200000,1774563974000,2026-03-27T05:26:14.000+07:00,97
x5f7febc-69c58b90,25200000,1774564274000,2026-03-27T05:31:14.000+07:00,103
x5f7febc-69c58b90,25200000,1774564574000,2026-03-27T05:36:14.000+07:00,85
x5f7febc-69c58b90,25200000,1774564874000,2026-03-27T05:41:14.000+07:00,87
x5f7febc-69c58b90,25200000,1774565174000,2026-03-27T05:46:14.000+07:00,106
