Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
105b2a61-b592-43bf-b316-c2fc6ea2c0fc,Garmin Sleep Test,2bb4e22b-c056-4193-b277-735cad6b6f5b,A000

hrvSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,hrv
x5f7febc-69c58b90,25200000,1774565474000,2026-03-27T05:51:14.000+07:00,101
x5f7febc-69c58b90,25200000,1774565774000,2026-03-27T05:56:14.000+07:00,115
x5f7febc-69c58b90,25200000,1774566074000,2026-03-27T06:01:14.000+07:00,72
x5f7febc-69c58b90,25200000,1774566374000,2026-03-27T06:06:14.000+07:00,108
x5f7febc-69c58b90,25200000,1774566674000,2026-03-27T06:11:14.000+07:00,89
x5f7febc-69c58b90,25200000,1774566974000,2026-03-27T06:16:14.000+07:00,102
x5f7febc-69c58b90,25200000,1774567274000,2026-03-27T06:21:14.000+07:00,120
x5f7febc-69c58b90,25200000,1774567574000,2026-03-27T06:26:14.000+07:00,103
x5f7febc-69c58b90,25200000,1774567874000,2026-03-27T06:31:14.000+07:00,102
x5f7febc-69c58b90,25200000,1774568174000,2026-03-27T06:36:14.000+07:00,109
x5f7febc-69c58b90,25200000,1774568474000,2026-03-27T06:41:14.000+07:00,100
x5f7febc-69c58b90,25200000,1774568774000,2026-03-27T06:46:14.000+07:00,88
x5f7febc-69c58b90,25200000,1774569074000,2026-03-27T06:51:14.000+07:00,77
x5f7febc-69c58b90,25200000,1774569374000,2026-03-27T06:56:14.000+07:00,90
x5f7febc-69c58b90,25200000,1774569674000,2026-03-27T07:01:14.000+07:00,90
x5f7febc-69c58b90,25200000,1774569974000,2026-03-27T07:06:14.000+07:00,76
x5f7febc-69c58b90,25200000,1774570274000,2026-03-27T07:11:14.000+07:00,92
x5f7febc-69c58b90,25200000,1774570574000,2026-03-27T07:16:14.000+07:00,101
x5f7febc-69c58b90,25200000,1774570874000,2026-03-27T07:21:14.000+07:00,86
x5f7febc-69c58b90,25200000,1774571174000,2026-03-27T07:26:14.000+07:00,85
x5f7febc-69c58b90,25200000,1774571474000,2026-03-27T07:31:14.000+07:00,81
x5f7febc-69c58b90,25200000,1774571774000,2026-03-27T07:36:14.000+07:00,88
x5f7febc-69c58b90,25200000,1774572074000,2026-03-27T07:41:14.000+07:00,98
x5f7febc-69c58b90,25200000,1774572374000,2026-03-27T07:46:14.000+07:00,89
x5f7febc-69c58b90,25200000,1774572674000,2026-03-27T07:51:14.000+07:00,80
x5f7febc-69c58b90,25200000,1774572974000,2026-03-27T07:56:14.000+07:00,87
x5f7febc-69c58b90,25200000,1774573274000,2026-03-27T08:01:14.000+07:00,86
x5f7febc-69c58b90,25200000,1774573574000,2026-03-27T08:06:14.000+07:00,86
x5f7febc-69c58b90,25200000,1774573874000,2026-03-27T08:11:14.000+07:00,75
x5f7febc-69c58b90,25200000,1774574174000,2026-03-27T08:16:14.000+07:00,92
x5f7febc-69c58b90,25200000,1774574474000,2026-03-27T08:21:14.000+07:00,93
x5f7febc-69c58b90,25200000,1774574774000,2026-03-27T08:26:14.000+07:00,62
x5f7febc-69c58b90,25200000,1774575074000,2026-03-27T08:31:14.000+07:00,79
x5f7febc-69c58b90,25200000,1774575374000,2026-03-27T08:36:14.000+07:00,78
x5f7febc-69c58b90,25200000,1774575674000,2026-03-27T08:41:14.000+07:00,79
x5f7febc-69c58b90,25200000,1774575974000,2026-03-27T08:46:14.000+07:00,83
x5f7febc-69c58b90,25200000,1774576274000,2026-03-27T08:51:14.000+07:00,74
x5f7febc-69c58b90,25200000,1774576574000,2026-03-27T08:56:14.000+07:00,63
x5f7febc-69c58b90,25200000,1774576874000,2026-03-27T09:01:14.000+07:00,86
x5f7febc-69c58b90,25200000,1774577174000,2026-03-27T09:06:14.000+07:00,72
x5f7febc-69c58b90,25200000,1774577474000,2026-03-27T09:11:14.000+07:00,96
x5f7febc-69c58b90,25200000,1774577774000,2026-03-27T09:16:14.000+07:00,76
x5f7febc-69c58b90,25200000,1774578074000,2026-03-27T09:21:14.000+07:00,45
x5f7febc-69c58b90,25200000,1774578374000,2026-03-27T09:26:14.000+07:00,81
x5f7febc-69c58b90,25200000,1774578674000,2026-03-27T09:31:14.000+07:00,77
x5f7febc-69c58b90,25200000,1774578974000,2026-03-27T09:36:14.000+07:00,91
x5f7febc-69c58b90,25200000,1774579274000,2026-03-27T09:41:14.000+07:00,88
x5f7febc-69c58b90,25200000,1774579574000,2026-03-27T09:46:14.000+07:00,79
x5f7febc-69c58b90,25200000,1774579874000,2026-03-27T09:51:14.000+07:00,67
x5f7febc-69c58b90,25200000,1774580174000,2026-03-27T09:56:14.000+07:00,81
x5f7febc-69c58b90,25200000,1774580474000,2026-03-27T10:01:14.000+07:00,98
x5f7febc-69c58b90,25200000,1774580774000,2026-03-27T10:06:14.000+07:00,82
x5f7febc-69c58b90,25200000,1774581074000,2026-03-27T10:11:14.000+07:00,100
x5f7febc-69c58b90,25200000,1774581374000,2026-03-27T10:16:14.000+07:00,83
x5f7febc-69c58b90,25200000,1774581674000,2026-03-27T10:21:14.000+07:00,95
x5f7febc-69c58b90,25200000,1774581974000,2026-03-27T10:26:14.000+07:00,80
x5f7febc-69c58b90,25200000,1774582274000,2026-03-27T10:31:14.000+07:00,101
x5f7febc-69c58b90,25200000,1774582574000,2026-03-27T10:36:14.000+07:00,66
x5f7febc-69c58b90,25200000,1774582874000,2026-03-27T10:41:14.000+07:00,79
x5f7febc-69c58b90,25200000,1774583174000,2026-03-27T10:46:14.000+07:00,69
x5f7febc-69c58b90,25200000,1774583474000,2026-03-27T10:51:14.000+07:00,83
x5f7febc-69c58b90,25200000,1774583774000,2026-03-27T10:56:14.000+07:00,83
x5f7febc-69c58b90,25200000,1774584074000,2026-03-27T11:01:14.000+07:00,78
x5f7febc-69c58b90,25200000,1774584374000,2026-03-27T11:06:14.000+07:00,93
x5f7febc-69c58b90,25200000,1774584674000,2026-03-27T11:11:14.000+07:00,85
x5f7febc-69c58b90,25200000,1774584974000,2026-03-27T11:16:14.000+07:00,91
x5f7febc-69c58b90,25200000,1774585274000,2026-03-27T11:21:14.000+07:00,74
