Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
105b2a61-b592-43bf-b316-c2fc6ea2c0fc,Garmin Sleep Test,2bb4e22b-c056-4193-b277-735cad6b6f5b,A000

hrvSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,hrv
x5f7febc-69c17951,25200000,1774287248000,2026-03-24T00:34:08.000+07:00,72
x5f7febc-69c17951,25200000,1774287548000,2026-03-24T00:39:08.000+07:00,96
x5f7febc-69c17951,25200000,1774287848000,2026-03-24T00:44:08.000+07:00,90
x5f7febc-69c17951,25200000,1774288148000,2026-03-24T00:49:08.000+07:00,92
x5f7febc-69c17951,25200000,1774288448000,2026-03-24T00:54:08.000+07:00,84
x5f7febc-69c17951,25200000,1774288748000,2026-03-24T00:59:08.000+07:00,78
x5f7febc-69c17951,25200000,1774289048000,2026-03-24T01:04:08.000+07:00,42
x5f7febc-69c17951,25200000,1774289348000,2026-03-24T01:09:08.000+07:00,98
x5f7febc-69c17951,25200000,1774289648000,2026-03-24T01:14:08.000+07:00,80
x5f7febc-69c17951,25200000,1774289948000,2026-03-24T01:19:08.000+07:00,72
x5f7febc-69c17951,25200000,1774290248000,2026-03-24T01:24:08.000+07:00,98
x5f7febc-69c17951,25200000,1774290548000,2026-03-24T01:29:08.000+07:00,102
x5f7febc-69c17951,25200000,1774290848000,2026-03-24T01:34:08.000+07:00,88
x5f7febc-69c17951,25200000,1774291148000,2026-03-24T01:39:08.000+07:00,87
x5f7febc-69c17951,25200000,1774291448000,2026-03-24T01:44:08.000+07:00,76
x5f7febc-69c17951,25200000,1774291748000,2026-03-24T01:49:08.000+07:00,79
x5f7febc-69c17951,25200000,1774292048000,2026-03-24T01:54:08.000+07:00,56
x5f7febc-69c17951,25200000,1774292348000,2026-03-24T01:59:08.000+07:00,60
x5f7febc-69c17951,25200000,1774292648000,2026-03-24T02:04:08.000+07:00,53
x5f7febc-69c17951,25200000,1774292948000,2026-03-24T02:09:08.000+07:00,81
x5f7febc-69c17951,25200000,1774293248000,2026-03-24T02:14:08.000+07:00,77
x5f7febc-69c17951,25200000,1774293548000,2026-03-24T02:19:08.000+07:00,66
x5f7febc-69c17951,25200000,1774293848000,2026-03-24T02:24:08.000+07:00,67
x5f7febc-69c17951,25200000,1774294148000,2026-03-24T02:29:08.000+07:00,59
x5f7febc-69c17951,25200000,1774294448000,2026-03-24T02:34:08.000+07:00,61
x5f7febc-69c17951,25200000,1774294748000,2026-03-24T02:39:08.000+07:00,73
x5f7febc-69c17951,25200000,1774295048000,2026-03-24T02:44:08.000+07:00,70
x5f7febc-69c17951,25200000,1774295348000,2026-03-24T02:49:08.000+07:00,63
x5f7febc-69c17951,25200000,1774295648000,2026-03-24T02:54:08.000+07:00,88
x5f7febc-69c17951,25200000,1774295948000,2026-03-24T02:59:08.000+07:00,84
x5f7febc-69c17951,25200000,1774296248000,2026-03-24T03:04:08.000+07:00,90
x5f7febc-69c17951,25200000,1774296548000,2026-03-24T03:09:08.000+07:00,88
x5f7febc-69c17951,25200000,1774296848000,2026-03-24T03:14:08.000+07:00,90
x5f7febc-69c17951,25200000,1774297148000,2026-03-24T03:19:08.000+07:00,90
x5f7febc-69c17951,25200000,1774297448000,2026-03-24T03:24:08.000+07:00,93
x5f7febc-69c17951,25200000,1774297748000,2026-03-24T03:29:08.000+07:00,89
x5f7febc-69c17951,25200000,1774298048000,2026-03-24T03:34:08.000+07:00,89
x5f7febc-69c17951,25200000,1774298348000,2026-03-24T03:39:08.000+07:00,99
x5f7febc-69c17951,25200000,1774298648000,2026-03-24T03:44:08.000+07:00,81
x5f7febc-69c17951,25200000,1774298948000,2026-03-24T03:49:08.000+07:00,77
x5f7febc-69c17951,25200000,1774299248000,2026-03-24T03:54:08.000+07:00,95
x5f7febc-69c17951,25200000,1774299548000,2026-03-24T03:59:08.000+07:00,84
x5f7febc-69c17951,25200000,1774299848000,2026-03-24T04:04:08.000+07:00,85
x5f7febc-69c17951,25200000,1774300148000,2026-03-24T04:09:08.000+07:00,87
x5f7febc-69c17951,25200000,1774300448000,2026-03-24T04:14:08.000+07:00,87
x5f7febc-69c17951,25200000,1774300748000,2026-03-24T04:19:08.000+07:00,85
x5f7febc-69c17951,25200000,1774301048000,2026-03-24T04:24:08.000+07:00,75
x5f7febc-69c17951,25200000,1774301348000,2026-03-24T04:29:08.000+07:00,84
x5f7febc-69c17951,25200000,1774301648000,2026-03-24T04:34:08.000+07:00,83
x5f7febc-69c17951,25200000,1774301948000,2026-03-24T04:39:08.000+07:00,72
x5f7febc-69c17951,25200000,1774302248000,2026-03-24T04:44:08.000+07:00,60
x5f7febc-69c17951,25200000,1774302548000,2026-03-24T04:49:08.000+07:00,85
x5f7febc-69c17951,25200000,1774302848000,2026-03-24T04:54:08.000+07:00,76
x5f7febc-69c17951,25200000,1774303148000,2026-03-24T04:59:08.000+07:00,70
x5f7febc-69c17951,25200000,1774303448000,2026-03-24T05:04:08.000+07:00,71
x5f7febc-69c17951,25200000,1774303748000,2026-03-24T05:09:08.000+07:00,66
x5f7febc-69c17951,25200000,1774304048000,2026-03-24T05:14:08.000+07:00,84
x5f7febc-69c17951,25200000,1774304348000,2026-03-24T05:19:08.000+07:00,63
x5f7febc-69c17951,25200000,1774304648000,2026-03-24T05:24:08.000+07:00,85
x5f7febc-69c17951,25200000,1774304948000,2026-03-24T05:29:08.000+07:00,102
x5f7febc-69c17951,25200000,1774305248000,2026-03-24T05:34:08.000+07:00,99
x5f7febc-69c17951,25200000,1774305548000,2026-03-24T05:39:08.000+07:00,88
