Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia
105b2a61-b592-43bf-b316-c2fc6ea2c0fc,Garmin Sleep Test,2bb4e22b-c056-4193-b277-735cad6b6f5b,A000

hrvSummaryId,timezoneOffsetInMs,unixTimestampInMs,isoDate,hrv
x5f7febc-69d553f4,25200000,1775588472000,2026-04-08T02:01:12.000+07:00,60
x5f7febc-69d553f4,25200000,1775588772000,2026-04-08T02:06:12.000+07:00,75
x5f7febc-69d553f4,25200000,1775589072000,2026-04-08T02:11:12.000+07:00,72
x5f7febc-69d553f4,25200000,1775589372000,2026-04-08T02:16:12.000+07:00,79
x5f7febc-69d553f4,25200000,1775589672000,2026-04-08T02:21:12.000+07:00,68
x5f7febc-69d553f4,25200000,1775589972000,2026-04-08T02:26:12.000+07:00,67
x5f7febc-69d553f4,25200000,1775590272000,2026-04-08T02:31:12.000+07:00,68
x5f7febc-69d553f4,25200000,1775590572000,2026-04-08T02:36:12.000+07:00,57
x5f7febc-69d553f4,25200000,1775590872000,2026-04-08T02:41:12.000+07:00,68
x5f7febc-69d553f4,25200000,1775591172000,2026-04-08T02:46:12.000+07:00,66
x5f7febc-69d553f4,25200000,1775591472000,2026-04-08T02:51:12.000+07:00,71
x5f7febc-69d553f4,25200000,1775591772000,2026-04-08T02:56:12.000+07:00,68
x5f7febc-69d553f4,25200000,1775592072000,2026-04-08T03:01:12.000+07:00,69
x5f7febc-69d553f4,25200000,1775592372000,2026-04-08T03:06:12.000+07:00,65
x5f7febc-69d553f4,25200000,1775592672000,2026-04-08T03:11:12.000+07:00,72
x5f7febc-69d553f4,25200000,1775592972000,2026-04-08T03:16:12.000+07:00,74
x5f7febc-69d553f4,25200000,1775593272000,2026-04-08T03:21:12.000+07:00,51
x5f7febc-69d553f4,25200000,1775593572000,2026-04-08T03:26:12.000+07:00,69
x5f7febc-69d553f4,25200000,1775593872000,2026-04-08T03:31:12.000+07:00,84
x5f7febc-69d553f4,25200000,1775594172000,2026-04-08T03:36:12.000+07:00,88
x5f7febc-69d553f4,25200000,1775594472000,2026-04-08T03:41:12.000+07:00,94
x5f7febc-69d553f4,25200000,1775594772000,2026-04-08T03:46:12.000+07:00,82
x5f7febc-69d553f4,25200000,1775595072000,2026-04-08T03:51:12.000+07:00,98
x5f7febc-69d553f4,25200000,1775595372000,2026-04-08T03:56:12.000+07:00,86
x5f7febc-69d553f4,25200000,1775595672000,2026-04-08T04:01:12.000+07:00,95
x5f7febc-69d553f4,25200000,1775595972000,2026-04-08T04:06:12.000+07:00,82
x5f7febc-69d553f4,25200000,1775596272000,2026-04-08T04:11:12.000+07:00,74
x5f7febc-69d553f4,25200000,1775596572000,2026-04-08T04:16:12.000+07:00,83
x5f7febc-69d553f4,25200000,1775596872000,2026-04-08T04:21:12.000+07:00,87
x5f7febc-69d553f4,25200000,1775597172000,2026-04-08T04:26:12.000+07:00,50
x5f7febc-69d553f4,25200000,1775597472000,2026-04-08T04:31:12.000+07:00,58
x5f7febc-69d553f4,25200000,1775597772000,2026-04-08T04:36:12.000+07:00,51
x5f7febc-69d553f4,25200000,1775598072000,2026-04-08T04:41:12.000+07:00,58
x5f7febc-69d553f4,25200000,1775598372000,2026-04-08T04:46:12.000+07:00,41
x5f7febc-69d553f4,25200000,1775598672000,2026-04-08T04:51:12.000+07:00,64
x5f7febc-69d553f4,25200000,1775598972000,2026-04-08T04:56:12.000+07:00,93
x5f7febc-69d553f4,25200000,1775599272000,2026-04-08T05:01:12.000+07:00,86
x5f7febc-69d553f4,25200000,1775599572000,2026-04-08T05:06:12.000+07:00,72
x5f7febc-69d553f4,25200000,1775599872000,2026-04-08T05:11:12.000+07:00,56
x5f7febc-69d553f4,25200000,1775600172000,2026-04-08T05:16:12.000+07:00,59
x5f7febc-69d553f4,25200000,1775600472000,2026-04-08T05:21:12.000+07:00,54
x5f7febc-69d553f4,25200000,1775600772000,2026-04-08T05:26:12.000+07:00,57
x5f7febc-69d553f4,25200000,1775601072000,2026-04-08T05:31:12.000+07:00,58
x5f7febc-69d553f4,25200000,1775601372000,2026-04-08T05:36:12.000+07:00,70
x5f7febc-69d553f4,25200000,1775601672000,2026-04-08T05:41:12.000+07:00,96
x5f7febc-69d553f4,25200000,1775601972000,2026-04-08T05:46:12.000+07:00,95
x5f7febc-69d553f4,25200000,1775602272000,2026-04-08T05:51:12.000+07:00,106
x5f7febc-69d553f4,25200000,1775602572000,2026-04-08T05:56:12.000+07:00,105
x5f7febc-69d553f4,25200000,1775602872000,2026-04-08T06:01:12.000+07:00,103
x5f7febc-69d553f4,25200000,1775603172000,2026-04-08T06:06:12.000+07:00,96
x5f7febc-69d553f4,25200000,1775603472000,2026-04-08T06:11:12.000+07:00,93
x5f7febc-69d553f4,25200000,1775603772000,2026-04-08T06:16:12.000+07:00,83
x5f7febc-69d553f4,25200000,1775604072000,2026-04-08T06:21:12.000+07:00,86
x5f7febc-69d553f4,25200000,1775604372000,2026-04-08T06:26:12.000+07:00,75
x5f7febc-69d553f4,25200000,1775604672000,2026-04-08T06:31:12.000+07:00,65
x5f7febc-69d553f4,25200000,1775604972000,2026-04-08T06:36:12.000+07:00,79
x5f7febc-69d553f4,25200000,1775605272000,2026-04-08T06:41:12.000+07:00,76
x5f7febc-69d553f4,25200000,1775605572000,2026-04-08T06:46:12.000+07:00,87
x5f7febc-69d553f4,25200000,1775605872000,2026-04-08T06:51:12.000+07:00,94
x5f7febc-69d553f4,25200000,1775606172000,2026-04-08T06:56:12.000+07:00,116
x5f7febc-69d553f4,25200000,1775606472000,2026-04-08T07:01:12.000+07:00,95
